,SoftwareJob,closes,contract,description,duration_ad_days,employer,enhanced,extra_location,extra_location_s,extra_subject_area,extra_subject_area_s,extra_type___role,funding_amount,funding_for,hours,include_in_study,invalid_code,job_ref,job_title,jobid,location,placed_on,prediction,qualification_type,salary,tags,uk_university
619,Ambiguous,2016-03-14,Permanent,"
 We have a unique and exciting group leader position to fill in the JDRF/Wellcome Trust Diabetes and Inflammation Laboratory (DIL), Head of Statistics. The DIL aims to treat and prevent the autoimmune disease type 1 diabetes by understanding the genetic and mechanistic pathways underlying the disease. Our Strategic Award has just been renewed until 2020 and we are successfully translating our research findings to clinical studies. We have large amounts of new data and are constantly generating more, in house and through collaborations. 
 The post holder will help supervise post-docs and students, support statistical analyses throughout the DIL, help write grant funding applications and join our collaborations, nationally and internationally at the most senior level. 
 The post holder should be passionate about statistics, experimental design and analysis and about wanting to make a difference in a major childhood illness. Good communications skills and a proven, successful track record in biomedical research are essential. Direct experience in statistical genetics and genomics is desirable. 
 The final grade and salary will be determined through the recruitment process and be decided after full consideration of the selected candidate's experience and skills and their relevance to this position. 
 Limited funding: The funds for this post are available until 30 September 2020 in the first instance. 
 Once an offer of employment has been accepted, the successful candidate will be required to undergo a health assessment. 
 To apply online for this vacancy and to view further information about the role, please visit: 
 www.jobs.cam.ac.uk/job/9457 . This will take you to the role on the University’s Job Opportunities pages. There you will need to click on the 'Apply online' button and register an account with the University's Web Recruitment System (if you have not already) and log in before completing the online application form. 
 Informal enquiries can be sent to Professor John Todd at  john.todd@cimr.cam.ac.uk . 
 Please quote reference SE08305 on your application and in any correspondence about this vacancy. 
 The University values diversity and is committed to equality of opportunity. 
 The University has a responsibility to ensure that all employees are eligible to live and work in the UK. 
",33,University of Cambridge - C.I.M.R. Medical Genetics,normal,,South East England,,['Senior Management'],['Professional or Managerial'],,,Full Time,False,,SE08305,Head of Statistics - Senior Research Associate/Principal Research Associate,AMZ033,Cambridge,2016-02-10,1,,"
                                            £38,896
                                                     to £66,108                                                                                                            Please see advert
                                        ","['Insufficient Evidence', 'Most', 'None']",University of Cambridge
620,None,2016-03-03,Contract / Temporary,"
 Reporting to the Philanthropy Manager (Health & Life Sciences), you will be responsible for raising funds from a range of sources for the Faculty of Health and Life Sciences and the Institute in the Park partnership with Alder Hey Children’s Hospital. You will work closely with academic and clinical colleagues, Alder Hey Children’s Charity and within the Philanthropy Team to raise funds for research, scholarships and capital projects. You will be an experienced fundraiser with a proven track record of securing donations and achieving and exceeding targets in an externally facing environment. You should have a degree (or equivalent qualification or relevant professional experience), excellent communication skills and the ability to work with a wide range of people. The post is available for 2 years. 
 Job Ref:  A-587073/JAC Closing Date:  3 March 2016 
 For full details, or to request an application pack, visit  www.liv.ac.uk/working/job_vacancies/ 
 or e-mail  jobs@liv.ac.uk , please quote Job Ref in all enquiries 
",22,University of Liverpool - Marketing and Communications,normal,,Northern England,,"['Fundraising and Alumni', 'PR, Marketing, Sales and Communication']",['Professional or Managerial'],,,Full Time,False,,A-587073/JAC,Philanthropy Officer (Health and Life Sciences) Grade 6,AMZ110,Liverpool,2016-02-10,0,,"
                                            £27,328
                                                     to £31,656                                                                                                            pa
                                        ","['None', 'Some', 'None']",University of Liverpool
621,Yes,2016-03-11,Contract / Temporary,"
 Tinbergen Building, 9 South Parks Road, Oxford 
 A research assistant position is available for a highly motivated graduate to integrate into a team of researchers investigating the suitability of functional magnetic resonance imaging (fMRI)-based neuro-feedback for teaching adolescents to enhance emotion regulation circuits in a real-time setting. Specifically, the current project will test a large sample of 50 anxious teenage girls using fMRI/MRI and a battery of cognitive assessments. 
 The role of the research assistant will be to oversee the day-to-day implementation of the project, such as the recruitment and scheduling of participants and the acquisition of behavioural and neuroimaging data. 
 Candidates should have a good first degree in a psychology or neuroscience-related discipline. Other criteria are: sound knowledge of functional magnetic resonance imaging techniques, experimental design and statistical methods and proven ability to express ideas and disseminate findings effectively. Experience working with children and adolescents is advantageous. You should be able to work independently as well as co-operate with other members of the research team. 
 This is a full-time post, fixed-term and funded for 8 months in the first instance.  We would consider part-time over a longer period for the right candidate. 
 Applications for this vacancy are to be made online. You will be required to upload a supporting statement and CV as part of your online application. 
 The closing date for applications is 12.00 midday on 11 March, 2016. 
 https://www.recruit.ox.ac.uk/pls/hrisliverecruit/erq_jobspec_version_4.jobspec?p_id=122124 
",30,University of Oxford - Department of Experimental Psychology,normal,,South East England,,"['Health and Medical', 'Anatomy, Physiology and Pathology', 'Psychology']",['Academic or Research'],,,Full Time,False,,122124,Graduate Research Assistant in Developmental Cognitive Neuroscience,AMZ242,Oxford,2016-02-10,1,,"
                                            £27,328
                                                     to £29,847                                                                                                        ","['None', 'Some', 'Some']",University of Oxford
622,Yes,2016-03-25,Contract / Temporary,"
 The Astrophysics Group of the Department of Physics, University of Cambridge, invites applications for a Postdoctoral Research Associate to work on Software Techniques for Petabyte-Scale Astronomy. 
 The role is funded by the ASTERICS EC Horizon2020 programme. This is one of the European Commission's flagship initiatives to connect all of the European strategic Astronomy projects (CTA, SKA and KM3NeT) as well as many of the pathfinder and related international projects such as EUCLID, LSST, VIRGO/EGO, LOFAR, e-VLBI, HESS, MAGIC and ANTARES. 
 The holder of the role will therefore gain a deep understanding of most of the major forthcoming European astronomy projects.  The University's involvement in this programme is developing and scientifically demonstrating techniques to interpret the very large datasets expected from the next generation of flagship observatories. The focus is on statistical techniques, efficient handling of large datasets and linking observations from different telescopes. 
 In addition to the astronomy-specific activities the University has a broad and vigorous research programme in computing on large datasets to which the role holder will be able to connect. The Astrophysics group itself has an ongoing research programme in large-dataset analysis and energy efficient computing as well as close interactions with most of the major computing vendors. The role holder will be encouraged to take part in these activities and learn from our existing experiences with some of the most challenging `big-data' science projects. 
 The post holder will be expected to research and implement techniques for efficient handling, processing and statistical analysis of very large scientific datasets from current and future astronomical facilities. The holder will work with astronomers to define the requirements for the software, make and document architectural decisions, carry out the software engineering for implementation of the software and then work with scientists to apply the developed techniques to scientific investigations leading to peer-reviewed publications. 
 Applicants should have a PhD in Engineering, Mathematics, Computer Science or Physics or other scientific discipline. They should have a proven track record in software engineering. The candidate must have experience in processing or analysis of numerical datasets. Also required is experience with both compiled and scripting programming languages. 
 Please ensure that you upload a covering letter and CV in the Upload section of the online application. 
 Fixed-term: The funds for this post are available until 30 April 2019 in the first instance. 
 To apply online for this vacancy and to view further information about the role, please visit: 
 http://www.jobs.cam.ac.uk/job/9493 . This will take you to the role on the University’s Job Opportunities pages. There you will need to click on the 'Apply online' button and register an account with the University's Web Recruitment System (if you have not already) and log in before completing the online application form. 
 Further information may be obtained from Mrs Karen Scrivener, by email:  karen@mrao.cam.ac.uk . 
 Please quote reference KA08338 on your application and in any correspondence about this vacancy. 
 The University values diversity and is committed to equality of opportunity. 
 The University has a responsibility to ensure that all employees are eligible to live and work in the UK. 
",43,"University of Cambridge - Department of Physics, Cavendish Laboratory",normal,,South East England,,"['Physical and Environmental Sciences', 'Physics and Astronomy', 'Mathematics and Statistics', 'Mathematics', 'Computer Science', 'Computer Science', 'Engineering and Technology', 'Other Engineering']",['Academic or Research'],,,Full Time,False,,KA08338,Research Associate,AMZ465,Cambridge,2016-02-11,1,,"
                                            £28,982
                                                     to £37,768                                                                                                        ","['Most', 'Most']",University of Cambridge
623,None,2016-02-28,Permanent,"
 In the heart of the city’s cultural quarter, Leeds College of Music is a contemporary conservatoire preparing musicians and producers for successful careers in the creative industries. 
 Full time, 37 hours per week. 
 Leeds College of Music is looking for an experienced Student Disabilities Advice Coordinator to provide information advice and guidance to current and prospective students. Working collaboratively with colleagues in the Student Services Department, the postholder will coordinate the work of the staff in the disability advice team as well as managing their own caseload of students experiencing a wide range of disabilities, learning difficulties or health conditions. The postholder will also be active in developing the implementation of support that ensures inclusive and accessible learning for students across the conservatoire, policy development and liaison with a wide range of external agencies. 
 Educated to degree level or equivalent, you will have recent experience of working in disability support, preferably in a higher education setting. Current knowledge of disability legislation is essential; you will need enthusiasm, good interpersonal skills, and the versatility to manage a demanding workload. 
 To apply you will need to visit our website and complete our online application form:  https://jobs.lcm.ac.uk/Vacancy.aspx?ref=151638 
 The HR department is contactable on 0113 222 3425 or by email:  jobs@lcm.ac.uk 
 Leeds College of Music is an equal opportunities employer. 
 We’re committed to safeguarding and promoting the welfare of young people and vulnerable adults and expect staff and volunteers to share this commitment. Therefore this post is subject to enhanced DBS clearance. 
",17,Leeds College of Music - Student Services,normal,,Northern England,,['Student Services'],['Professional or Managerial'],,,Full Time,False,,151638,Student Disability Advice Coordinator,AMZ492,Leeds,2016-02-11,0,,"
                                            £27,328
                                                     to £29,847                                                                                                            per annum
                                        ","['None', 'None']",
624,None,2016-02-29,Contract / Temporary,"
 Location:  University Park 
 Applications are invited for the above role. 
 Methane is a low cost and sustainable feedstock that can be produced from fracking or from a variety of renewable sources, including anaerobic digestion which is prevalent in the UK and EU. You will use microbial molecular biology and synthetic biology approaches to build on an existing technology platform for methane fermentation. The project goal is to improve the growth characteristics of an elite methanotroph isolate and increase its methane conversion rate. 
 The ideal candidate will have experience in microbiology, molecular biology and heterologous protein expression. 
 The successful candidate will join a highly successful research group which, with over 100 people in the group, is one of the largest Synthetic Biology academic research teams in Europe. The role is within the Synthetic Biology Research Centre (SBRC) - Nottingham which is focussed on the creation and exploitation of gas fermenting microbial chassis as it relates to the sustainable production of chemicals and fuels. 
 The successful candidate must possess a minimum of HNC in a relevant subject, or equivalent qualifications plus substantial work experience in a relevant role. 
 This full time post is offered fixed term until 30th March 2017. 
 Informal enquiries may be addressed to Dr Ying Zhang ( ying.zhang@nottingham.ac.uk ). Please note that applications sent directly to this Email address will not be accepted. 
 The University of Nottingham is an equal opportunities employer and welcomes applications from all sections of the community. 
 Further details: 
 The University of Nottingham is an equal opportunities employer and welcomes applications from all sections of the community. 
",17,University of Nottingham - Life Sciences,normal,,Midlands of England,,"['Biological Sciences', 'Microbiology', 'Molecular Biology and Biophysics', 'Other Biological Sciences']",['Academic or Research'],,,Full Time,False,,MED032816,Research Technician - Synthetic Biology Research Centre,AMZ632,Nottingham,2016-02-12,0,,"
                                            £22,249
                                                                                                                                                            ","['None', 'None']",University of Nottingham
625,None,2016-03-13,Contract / Temporary,"
   Closing date :  13/03/2016 
 Reference :  M&HS-07769 
 Faculty / Organisational unit :  Medical & Human Sciences 
 School / Directorate :  Institute of Inflammation and Repair 
 Division :  Centre for Respiratory and Allergy Research 
 Employment type :  Fixed Term 
 Duration :  from 01/04/2016 until 31/03/2017 
 Location :  Oxford Road, Manchester 
 Salary :  £30,738 - £36,672 per annum 
 Hours per week :  1.0 FTE 
 
 
 Applications are invited for a Research Associate position working on a funded MRC grant, with some prior expertise in fibrosis or chronobiology. The initial appointment will be for 12 months however it could be extended to 18 months for the right candidate.  This grant builds on exciting discoveries in our labs identifying that circadian clock circuits are novel regulators of myofibroblast function in the lung. 
 You will initially analyse cell-type specific gene targeted mice, subsequently identifying relevant key cellular pathways in both, mouse and man using next generation sequencing, previous experience of these techniques are not required.  
 You will be working in a superbly equipped new research facility, in an interdisciplinary research environment. You should be able to plan, and lead a programme of research, and assist with supervision of technical staff and graduate students. You will be expected to lead on the write up of data for publication, and presentation, as well as being an effective member of our team. Excellent communication and organisational skills are essential. 
 Successful candidates will be subject to pre-employment screening carried out on our behalf by a third party. The offer of employment will be dependent on the successful candidate passing that screening. Whilst you will be required to provide express consent at a later stage, by continuing with your application now you acknowledge that you are aware that such screening will take place, and agree to take part in the process. 
 The Institute of Inflammation & Repair is committed to promoting equality and diversity, including the Athena SWAN charter for promoting women’s careers in STEMM subjects (science, technology, engineering, mathematics and medicine) in higher education. The Institute received a Bronze Award in 2013 for their commitment to the representation of women in the workplace and we particularly welcome applications from women for this post. Appointment will always be made on merit. For further information, please visit  http://www.mhs.manchester.ac.uk/about-us/athena/ . 
 Enquiries about the vacancy, shortlisting and interviews: 
 John Blaikley 
 Email:  john.blaikley@manchester.ac.uk 
 General enquiries: 
 Email:  hrservices@manchester.ac.uk 
 Tel: 0161 275 4499 
 Technical support: 
 Email:  universityofmanchester@helpmeapply.co.uk 
 Tel: 01565 818 234 
 Date of external posting:     Wednesday 10 February 2016 
 Facilities for animal research are first rate and are validated by all the appropriate Home Office licences. However, if you have any medical, social or ethical reasons for avoiding work on experimental animals, then do not apply for this post. 
 This vacancy will close for applications at midnight on the closing date. 
 
 Further particulars including job description and person specification are available on the University of Manchester website - click on the 'Apply' button below to find out more.  
",30,"The University of Manchester - Medical & Human Sciences, Institute of Inflammation and Repair, Centre for Respiratory and Allergy Research",normal,,Northern England,,"['Biological Sciences', 'Biology', 'Microbiology', 'Molecular Biology and Biophysics']",['Academic or Research'],,,Full Time,False,,M&HS-07769,Research Associate,AMZ769,Manchester,2016-02-12,0,,"
                                            £30,738
                                                     to £36,672                                                                                                            per annum
                                        ","['Some', 'None', 'None']",University of Manchester
626,None,2016-03-13,Permanent,"
 University Services Salary : Grade 8, £41,255 - £47,801 per annum. 
 This post is full time and open ended. 
 The Careers Service is seeking an experienced and energetic professional to lead the development of bespoke careers services to assigned schools. The successful candidate will design and manage a large caseload and offer expert advice on graduate careers and employability to the University's academic and professional community. 
 The successful candidate will be available to take up this post from 1 July 2016. 
 Apply online at   www.glasgow.ac.uk/jobs 
 Applicants should note that selection for the role will take place on Thursday 31 March 2016. 
 The University has recently been awarded the  Athena SWAN Institutional Bronze Award 
 The University is committed to equality of opportunity in employment. 
 The University of Glasgow, charity number SC004401 
",25,University of Glasgow - Careers Service,normal,,Scotland,,['Student Services'],['Professional or Managerial'],,,Full Time,False,,012183,Careers Adviser,ANA566,Glasgow,2016-02-17,0,,"
                                            £41,255
                                                     to £47,801                                                                                                            Grade 8
                                        ","['None', 'None']",University of Glasgow
627,Ambiguous,2016-03-31,Contract / Temporary,"
 We are looking to recruit a Research Associate to work on an EPSRC research project on a highly boosted 2-stroke direct injection gasoline engine.  The work will be carried out in the Centre for Advance Powertrain and Fuels in the College of Engineering, Design and Physical Sciences and the Institute of Energy Future at Brunel University London.  
 The candidate should have a PhD degree or be submitting a thesis for a PhD degree in Internal Combustion Engines. The candidate should have experience in the development of engine instrumentation and operation of the direct injection gasoline engines. It is also desirable that the candidate is familiar with optical measurement techniques in engines. 
 The post requires excellent organisational skills and an ability to liaise with academic partners from other universities as well as the supervision of PhD students in the laboratory.  
 If you wish to discuss the post informally, please contact Prof. H. Zhao at email address:  Hua.Zhao@brunel.ac.uk . 
 For further details and to apply please visit  https://jobs.brunel.ac.uk/WRL/ 
 Human Resources, Brunel University London, Uxbridge, Middlesex UB8 3PH 
 COMMITTED TO EQUAL OPPORTUNITIES AND REPRESENTING THE DIVERSITY OF THE COMMUNITY WE SERVE 
",43,"Brunel University London - Department of Mechanical, Aerospace and Civil Engineering",normal,,London,,"['Engineering and Technology', 'Mechanical Engineering']",['Academic or Research'],,,Full Time,False,,FAC0024-2,Research Assistant in Engine Design and Testing,ANA573,Uxbridge,2016-02-17,0,,"
                                            £31,342
                                                     to £35,356                                                                                                            pa incl. London Weighting
                                        ","['Most', 'Insufficient Evidence', 'None']",
628,Ambiguous,2016-03-07,Contract / Temporary,"
 Full time, Fixed-Term appointment until 30 September 2017  
 Liverpool School of Tropical Medicine (LSTM) is an internationally recognised centre of excellence for research in tropical diseases. Through the creation of effective links with governments, organisations and institutions and by responding to the health needs of communities, LSTM aims to promote improved health, particularly for people of the less developed/resource poorest countries in the tropics and sub-tropics. 
 This post has been developed to support the Filarial Programmes Support Unit (FPSU) to attain its objectives by supporting proposal development, project implementation and management. You will provide an efficient and effective service by designing and managing programme tracking processes, schedules and workplans and you will be responsible for co-ordinating the completion and submission of monthly status reports for project countries and programme outputs. 
 You will use your administrative, financial and project management experience to support the development and maintenance of good working relations with external project partners. It is essential that you have the ability to develop and implement project tools for tracking outputs, budgets and staff/consultant’s time as you will be required to oversee the Unit’s financial administration, including processing orders, invoices and expense claims ensuring that appropriate records and evidence is maintained. You must be able to have demonstrate that you have experience of financial and/or statistical reporting and monitoring project outputs. 
 The successful candidate will be educated to degree level (or equivalent level 4 qualification) and have proven experience of working with project partners across multiple countries including the provision of logistical support to overseas projects including purchase, shipment and clearance of equipment. 
 Further details of all posts can be found by visiting our website at: 
 http://www.lstmed.ac.uk/vacancies 
 This job is unlikely to attract a Tier 2 Certificate of Sponsorship (formerly a work permit). Applications from candidates who require Tier 2 immigration status to work in the UK may not be considered if there are a sufficient number of other suitable candidates. To apply for a Tier 2 Certificate of Sponsorship, employers need to demonstrate that they are unable to recruit a resident worker before recruiting an individual overseas. For further information, please visit:  https://www.gov.uk/government/organisations/uk-visas-and-immigration . 
 If you are interested in applying, please return your completed Application Form, Personal Details Form and Equal Opportunities Monitoring Form, stating vacancy reference number ( 1029 ), via email to  jobs@lstmed.ac.uk  or by post to HR, Liverpool School of Tropical Medicine, Pembroke Place, Liverpool L3 5QA 
 Closing Date:    Monday 7 March, 12.00pm UK Time  
 LSTM actively promotes an Equal Opportunities Policy 
",18,Liverpool School of Tropical Medicine - Department of Parasitology,normal,,Northern England,,['Student Services'],['Professional or Managerial'],,,Full Time,False,,1029,Programme Coordinator,ANA949,Liverpool,2016-02-18,0,,"
                                            £27,328
                                                     to £31,656                                                                                                            per annum
                                        ","['Some', 'Insufficient Evidence', 'None']",
629,None,2016-03-15,Contract / Temporary,"
 Institute of Cancer and Genomics Sciences  
 Full Time, Fixed Term for 33 months 
 Applications are invited from outstanding individuals to work under the supervision of Dr. Richard Tuxworth, Lecturer in Molecular Genetics, on a BBSRC-funded project entitled “Lysosomal function in neuronal development and synaptic activity”. The project will ask why lysosomal function is required for normal neuronal development and function. The Fellow will take a multi-disciplinary approach combining Drosophila genetics, gene editing, cell and neurobiology and biochemistry to explore the consequences of lysosomal failure for neural function and to help explain the neural pathology seen in many of the lysosomal storage disorders. 
 The successful applicant will have a first degree and a PhD in an area of specialism relevant to the project and be able to demonstrate research excellence through high quality publications. They will also have experience of Drosophila genetics, fluorescence microscopy, electrophysiology, cell culture techniques and relevant molecular techniques such as qPCR, Gibson cloning and Western blotting. 
 The post is available immediately for a period of 33 months. Informal enquiries should be directed to Dr. Richard Tuxworth email:  r.i.tuxworth@bham.ac.uk  phone: (0)121 414 7046.                      
 To download the details of this position and submit an electronic application online please click on the Apply Online button below, please quote the appropriate Job Ref in all enquiries, alternatively information can be obtained from  www.hr.bham.ac.uk 
 Valuing excellence; sustaining investment 
",22,University of Birmingham - College of Medical and Dental Sciences,normal,,Midlands of England,,"['Health and Medical', 'Anatomy, Physiology and Pathology']",['Academic or Research'],,,Full Time,False,,51738,Research Fellow in Cellular Neuroscience,ANA976,Birmingham,2016-02-22,0,,"
                                            £28,982
                                                     to £37,768                                                                                                        ","['None', 'None']",University of Birmingham
630,None,2016-04-08,Permanent,"
 Contract Type:  Open-ended Faculty:  Faculty of Medicine, Dentistry and Health Salary:  Grade 9, £49,230 to £55,389 per annum, with potential to progress to £64,188. Professorial: £57,047 - £112,436 per annum 
 Summary: 
 The School of Health and Related Research, fourth in the UK for the power of our health research, is one of the largest and most influential centres in this field. We tackle some of the world’s biggest health challenges to improve the health and care of people in the UK and around the world. 
 The University of Sheffield, through ScHARR, has established the Centre for Assistive Technology and Connected Healthcare (CATCH), with a vision to transform the ways in which people are enabled to live well and age well through the application of ubiquitous and personalised technology. CATCH is a cross-faculty Centre that co-ordinates the input of more than 60 research and clinical scientists from 14 departments and five university faculties with a range of research expertise including healthcare, engineering, psychology and social science. Research areas include complex behavioural interventions, human communication technology, assistive and social robotics and intelligent personalised support, with applications in healthcare, independent living, cognitive and mental wellbeing, and self-managed rehabilitation. Research expertise covers the spectrum from identifying user needs, research for the development of new technologies, user-centred technology design and development, evaluation of new technology-supported interventions in a new innovative ‘home lab’ environment, through to large-scale trials and implementation in practice and in people’s homes. 
 We are now looking to develop this area of work still further and are looking for an outstanding, dynamic research leader. You will demonstrate a track record of internationally leading research in a relevant field of health and related research, and will have a record of success in research funding, publication and impact. You will play a key role in contributing to our strategic aims, building on the existing interdisciplinary activity and expanding our world-class reputation for assistive technology and connected healthcare research. 
 You will provide academic leadership within CATCH and ScHARR in order to energise and motivate staff, and to develop a culture of excellence in research and teaching. You will play a key role in the academic leadership of ScHARR, in the enhancement of the School’s internal and external profile, as well as the further development of its academic plan. 
 You should be enthusiastic, hardworking, well organised and able to prioritise work demands in a challenging academic and professional environment. You will have the ability to think and act strategically and be able to work effectively and collaboratively across disciplines as well as with outside organisations. The post demands a commitment to teamwork, a flexible attitude and an ability to respond positively to the challenges faced by the Centre and the School. 
 Applications are welcome from areas that strengthen CATCH’s current research portfolio as well as those which add a new dimension to our activities. 
 This is an excellent opportunity to develop personal research interests in a world-class environment whilst shaping the future of CATCH and ScHARR as major providers of influential research in assistive technology and connected healthcare. 
",49,"University of Sheffield - Health Services Research, Section of School of Health and Related Research (ScHARR)",normal,,Northern England,,"['Health and Medical', 'Medicine and Dentistry', 'Social Sciences and Social Care', 'Social Work']",['Academic or Research'],,,Full Time,False,,UOS013007,Chair/Reader in Health Services Research (Assistive Technology and Connected Healthcare),ANB019,Sheffield,2016-02-19,0,,"
                                            £49,230
                                                     to £112,436                                                                                                        ","['None', 'None']",University of Sheffield
631,Yes,2016-03-18,Contract / Temporary,"
 Interview Date:    Tuesday 12 April 2016 
 Applications are invited for the post of Research Fellow in Timbral Modelling, in the Institute of Sound Recording (IoSR), to work on the EU-funded project “Audio Commons: An Ecosystem for Creative Reuse of Audio Content”.The aim of this project is to develop systems and technologies to facilitate the integration of Creative Commons licensed audio content into the workflows of the creative industries, enabling such content to be created, accessed, retrieved and reused in innovative ways. The project will address the creative, technical, legal and business-related challenges presented by this aim. 
 The specific objective of the team with which the Research Fellow will work is to develop a system to timbrally characterise audio (in a non-musical context) such that timbral descriptors can be added to content automatically. 
 The successful applicant will have expertise in psychoacoustics and acoustics, with an understanding of factors likely to be related to timbral perception, and will have completed (or be very close to completion of) a doctoral research degree in a relevant area. Skills in and experience of the following are essential: the design and execution of listening-based elicitation and scaling experiments; statistical analysis and modeling; and programming in one or more of Python, C++ and MATLAB. Also essential are strong writing skills for audiences of varying levels of technical expertise, and the ability to work independently and manage time effectively. Specific skills in timbral modeling would be an advantage, as would experience in semantic profiling of verbal datasets, and academic publications in a relevant area. 
 The timbral modelling element of the Audio Commons project will be led by Dr Tim Brookes and Dr Russell Mason from the University of Surrey’s IoSR, in collaboration with the University’s Centre for Vision Speech and Signal Processing (CVSSP) for some elements of audio feature extraction and with the Centre for Digital Music (C4DM) at Queen Mary University of London for system integration. The overall project is led by the Music Technology Group (MTG) at Universitat Pompeu Fabra, Barcelona. Surrey’s Centre for the Digital Economy (CoDE) and other commercial partners are also part of the consortium. 
 The post is available from 1 July 2016 for 30 months, with the possibility of a short extension subject to funding. For informal enquires, please contact Dr Tim Brookes / Dr Russell Mason at  AudioCommons@iosr.uk . 
 We acknowledge, understand and embrace diversity. 
",28,University of Surrey - School of Arts,normal,,South East England,,"['Biological Sciences', 'Other Biological Sciences', 'Mathematics and Statistics', 'Statistics', 'Creative Arts and Design', 'Music']",['Academic or Research'],,,Full Time,False,,012016,Research Fellow in Timbral Modelling,ANB046,Guildford,2016-02-19,1,,"
                                            £30,738
                                                     to £33,574                                                                                                            per annum
                                        ","['Most', 'Most']",
632,Yes,2016-03-31,Permanent,"
 Location:  Leeds - Main Campus 
 Faculty/Service:  Faculty of Environment 
 School/Institute: School of Earth and Environment 
 Grade:  Grade 8 
 Job sharing arrangements can be considered 
 The Institute for Climate and Atmospheric Science (ICAS) within the School of Earth and Environment is one of the UK’s largest and most diverse institutes for atmospheric research, making fundamental advances in our understanding of climate change, weather, air pollution, and impacts on our planet and society. ICAS has over 30 academic staff and about 100 postdoctoral researchers and PhD students. 
 The Centre of Excellence for Modelling the Atmosphere and Climate (CEMAC) is a major new venture to substantially enhance the institute’s research, teaching, impact and outreach capabilities, related to computer modelling, data analysis and visualisation. The use and development of advanced models of weather, climate and air pollution in ICAS is extraordinarily broad and ambitious. We conduct modelling of complex processes in atmospheric physics and chemistry using a range of platforms from local clusters to the largest High Performance Computing facilities. ICAS’s research feeds into international assessments such as the Intergovernmental Panel on Climate Change and we work very closely with many UK and international research institutions and with the Met Office developing their models for climate projections and high-impact weather prediction. 
 CEMAC aims to be the UK’s leading centre of excellence in atmospheric and climate modelling, significantly enhancing and accelerating the high impact research of ICAS, and aiming to improve the quality of learning for students within the School. CEMAC will rival the best international examples of how model and data support and strategy is organised in computing-intensive research institutions. 
 We are seeking to appoint a Technical Head to lead development of expertise in software, numerical modelling and data science and to manage the team of software engineers and modelling experts within the new Centre. The successful candidate will have a proven track record of operating within fast moving complex research computing environments. You will have a First degree (Bachelor’s or equivalent) in an appropriate technical, scientific, or engineering discipline, ideally with a strong software engineering component. You must be able to demonstrate previous success in developing and maintaining operational systems and software focused on responding to the needs of diverse users. 
 The University of Leeds’ commitment to women in science has been recognised with a national accolade. The University has received the Athena Swan Bronze Award in recognition of our success in recruiting, retaining and promoting women in Science, Engineering and Technology (SET). The Faculty of Environment are in the process of preparing an application for an Athena Swan award to recognise our commitment and work in these areas. 
 Further details concerning the School, its research activities and structure are available on our website  http://www.see.leeds.ac.uk/ 
 Informal enquiries may be made to the Director of CEMAC, Dr Steve Arnold, Tel +44 (0)113 343 7245, email  s.arnold@leeds.ac.uk 
 Click here for further information about working at the University of Leeds  www.leeds.ac.uk/info/20025/university_jobs 
",38,University of Leeds - Institute for Climate and Atmospheric Science,normal,,Northern England,,['Senior Management'],['Professional or Managerial'],,,Full Time,False,,ENVEE1096,Technical Head of Centre of Excellence for Modelling the Atmosphere and Climate,ANB308,Leeds,2016-02-22,1,,"
                                            £38,896
                                                     to £46,414                                                                                                            Per annum
                                        ","['Most', 'Some']",University of Leeds
633,None,2016-04-14,Permanent,"
 Summary   As part of exciting growth plans, the Department of Political Economy is looking for a Lecturer or Senior Lecturer in Economics. 
 Teaching and research in the Department of Political Economy is informed by an understanding of the interdependence of economic and political institutions. We understand that analysing the ability of politics and markets to supply goods and services, and to solve social problems, requires comparative evaluation of economic and political processes and their ethical underpinnings. 
 Details 
 As a Lecturer in Economics you will be expected to combine excellence in teaching, at undergraduate and graduate levels, actively pursue funded research, and have a developing publication profile in order to make a strong contribution to the next Research Excellence Framework. To be appointed as a Senior Lecturer you would need to demonstrate a track record of attracting funded research, a significant publication profile and an ability and willingness to contribute to a leading role. 
 The Department would welcome applications from candidates with an expertise in either macroeconomics, applied econometrics or economic history. In addition, the successful candidate will need to demonstrate a willingness to interact with colleagues working in the broad fields of political economy and political science. 
 The closing date for receipt of applications is Thursday 14 April 2016 
 Interviews will be held on Tuesday 24 May 2016 
 Equality of opportunity is College policy. 
 Salary 
 The appointment for Lecturer or Senior Lecturer in Economics will be made, dependent on relevant qualifications. The Grade 6/7 Lecturer scale is currently £32,600 to £47,801 per annum plus £2,323 per annum London Allowance. The Grade 8 Senior Lecturer scale is currently £49,230 to £57,047 per annum plus £2,323 per annum London Allowance. 
 Post duration 
 Indefinite contract 
 Contact 
 For an informal discussion of the post please email Prof Jeremy Jennings:  jeremy.jennings@kcl.ac.uk 
",52,King's College London - Political Economy,normal,,London,,['Economics'],['Academic or Research'],,,Full Time,False,,A67/DAB/0285/16-PN,Lecturer or Senior Lecturer in Economics,ANB336,London,2016-02-22,0,,"
                                            £32,600
                                                     to £57,047                                                                                                            Please see advert
                                        ","['None', 'None']",King's College London
